Sample Name,Data File,Acquired,Location,Batch,Library,Barcode,Job Code,Sample ID,Project,User,Sample State,Sample Type,Description,Notebook,Raw File Name,Instrument,Processed,Container ID,Position,Submitter,Start Date,General Comments,Processing Comments,Overrides Comments,Flag Comments,Set,Subset,Group,Column,Row,Column Num,Row Num,Spare1,Spare2,Spare3,Spare4,Spare5,Product,Product/Standard,TWC_caffeine Rt(min),TWC_caffeine AreaAbs,TWC_caffeine BPM(+),TWC_Substance01 Rt(min),TWC_Substance01 AreaAbs,TWC_Substance01 BPM(+),TWC_o-toluic acid Rt(min),TWC_o-toluic acid AreaAbs,TWC_o-toluic acid BPM(+),TWC_Substance02 Rt(min),TWC_Substance02 AreaAbs,TWC_Substance02 BPM(+),TWC_Substance03 Rt(min),TWC_Substance03 AreaAbs,TWC_Substance03 BPM(+),TWC_Substance04 Rt(min),TWC_Substance04 AreaAbs,TWC_Substance04 BPM(+),TWC_Substance05 Rt(min),TWC_Substance05 AreaAbs,TWC_Substance05 BPM(+),TWC_Substance06 Rt(min),TWC_Substance06 AreaAbs,TWC_Substance06 BPM(+),TWC_Substance07 Rt(min),TWC_Substance07 AreaAbs,TWC_Substance07 BPM(+),UV280_caffeine Rt(min),UV280_caffeine AreaAbs,UV280_caffeine BPM(+),UV280_o-toluic acid Rt(min),UV280_o-toluic acid AreaAbs,UV280_o-toluic acid BPM(+),UV280_Substance03 Rt(min),UV280_Substance03 AreaAbs,UV280_Substance03 BPM(+),UV280_Substance06 Rt(min),UV280_Substance06 AreaAbs,UV280_Substance06 BPM(+),UV280_Substance07 Rt(min),UV280_Substance07 AreaAbs,UV280_Substance07 BPM(+),UV210_Substance05 Rt(min),UV210_Substance05 AreaAbs,UV210_Substance05 BPM(+),UV210_Substance06 Rt(min),UV210_Substance06 AreaAbs,UV210_Substance06 BPM(+),UV210_Substance07 Rt(min),UV210_Substance07 AreaAbs,UV210_Substance07 BPM(+),UV226_caffeine Rt(min),UV226_caffeine AreaAbs,UV226_caffeine BPM(+),UV226_Substance01 Rt(min),UV226_Substance01 AreaAbs,UV226_Substance01 BPM(+),UV226_o-toluic acid Rt(min),UV226_o-toluic acid AreaAbs,UV226_o-toluic acid BPM(+),UV226_Substance02 Rt(min),UV226_Substance02 AreaAbs,UV226_Substance02 BPM(+),UV226_Substance03 Rt(min),UV226_Substance03 AreaAbs,UV226_Substance03 BPM(+),UV226_Substance05 Rt(min),UV226_Substance05 AreaAbs,UV226_Substance05 BPM(+),UV226_Substance06 Rt(min),UV226_Substance06 AreaAbs,UV226_Substance06 BPM(+),UV226_Substance07 Rt(min),UV226_Substance07 AreaAbs,UV226_Substance07 BPM(+),BPI POSITIVE_caffeine Rt(min),BPI POSITIVE_caffeine AreaAbs,BPI POSITIVE_caffeine BPM(+),BPI POSITIVE_o-toluic acid Rt(min),BPI POSITIVE_o-toluic acid AreaAbs,BPI POSITIVE_o-toluic acid BPM(+),BPI POSITIVE_Substance03 Rt(min),BPI POSITIVE_Substance03 AreaAbs,BPI POSITIVE_Substance03 BPM(+),BPI POSITIVE_Substance05 Rt(min),BPI POSITIVE_Substance05 AreaAbs,BPI POSITIVE_Substance05 BPM(+),BPI POSITIVE_Substance06 Rt(min),BPI POSITIVE_Substance06 AreaAbs,BPI POSITIVE_Substance06 BPM(+),BPI POSITIVE_Substance07 Rt(min),BPI POSITIVE_Substance07 AreaAbs,BPI POSITIVE_Substance07 BPM(+),TWC_ester product Rt(min),TWC_ester product AreaAbs,TWC_ester product BPM(+),TWC_Substance08 Rt(min),TWC_Substance08 AreaAbs,TWC_Substance08 BPM(+),UV280_Substance02 Rt(min),UV280_Substance02 AreaAbs,UV280_Substance02 BPM(+),UV210_Substance04 Rt(min),UV210_Substance04 AreaAbs,UV210_Substance04 BPM(+),UV210_Substance08 Rt(min),UV210_Substance08 AreaAbs,UV210_Substance08 BPM(+),UV226_ester product Rt(min),UV226_ester product AreaAbs,UV226_ester product BPM(+),BPI POSITIVE_Substance01 Rt(min),BPI POSITIVE_Substance01 AreaAbs,BPI POSITIVE_Substance01 BPM(+),BPI POSITIVE_Substance02 Rt(min),BPI POSITIVE_Substance02 AreaAbs,BPI POSITIVE_Substance02 BPM(+),BPI POSITIVE_Substance04 Rt(min),BPI POSITIVE_Substance04 AreaAbs,BPI POSITIVE_Substance04 BPM(+),BPI POSITIVE_Substance08 Rt(min),BPI POSITIVE_Substance08 AreaAbs,BPI POSITIVE_Substance08 BPM(+),UV226_Substance04 Rt(min),UV226_Substance04 AreaAbs,UV226_Substance04 BPM(+),UV210_Substance03 Rt(min),UV210_Substance03 AreaAbs,UV210_Substance03 BPM(+),TWC_Substance09 Rt(min),TWC_Substance09 AreaAbs,TWC_Substance09 BPM(+),TWC_Substance10 Rt(min),TWC_Substance10 AreaAbs,TWC_Substance10 BPM(+),TWC_Substance11 Rt(min),TWC_Substance11 AreaAbs,TWC_Substance11 BPM(+),TWC_Substance12 Rt(min),TWC_Substance12 AreaAbs,TWC_Substance12 BPM(+),TWC_Substance13 Rt(min),TWC_Substance13 AreaAbs,TWC_Substance13 BPM(+),UV226_Substance12 Rt(min),UV226_Substance12 AreaAbs,UV226_Substance12 BPM(+),UV280_Substance01 Rt(min),UV280_Substance01 AreaAbs,UV280_Substance01 BPM(+),UV210_Substance01 Rt(min),UV210_Substance01 AreaAbs,UV210_Substance01 BPM(+),UV210_Substance02 Rt(min),UV210_Substance02 AreaAbs,UV210_Substance02 BPM(+),UV210_ester product Rt(min),UV210_ester product AreaAbs,UV210_ester product BPM(+),UV280_Substance05 Rt(min),UV280_Substance05 AreaAbs,UV280_Substance05 BPM(+),BPI POSITIVE_ester product Rt(min),BPI POSITIVE_ester product AreaAbs,BPI POSITIVE_ester product BPM(+),UV210_Substance09 Rt(min),UV210_Substance09 AreaAbs,UV210_Substance09 BPM(+),UV226_Substance08 Rt(min),UV226_Substance08 AreaAbs,UV226_Substance08 BPM(+),UV280_ester product Rt(min),UV280_ester product AreaAbs,UV280_ester product BPM(+),UV280_Substance04 Rt(min),UV280_Substance04 AreaAbs,UV280_Substance04 BPM(+),BPI POSITIVE_Substance09 Rt(min),BPI POSITIVE_Substance09 AreaAbs,BPI POSITIVE_Substance09 BPM(+),UV226_Substance09 Rt(min),UV226_Substance09 AreaAbs,UV226_Substance09 BPM(+),UV280_Substance08 Rt(min),UV280_Substance08 AreaAbs,UV280_Substance08 BPM(+),UV210_Substance10 Rt(min),UV210_Substance10 AreaAbs,UV210_Substance10 BPM(+),UV210_Substance11 Rt(min),UV210_Substance11 AreaAbs,UV210_Substance11 BPM(+),UV226_Substance10 Rt(min),UV226_Substance10 AreaAbs,UV226_Substance10 BPM(+),BPI POSITIVE_Substance11 Rt(min),BPI POSITIVE_Substance11 AreaAbs,BPI POSITIVE_Substance11 BPM(+),BPI POSITIVE_Substance10 Rt(min),BPI POSITIVE_Substance10 AreaAbs,BPI POSITIVE_Substance10 BPM(+),product/caffiene
G8,G8.raw,12/22/19 17:06,8:G,,,,YS01230,,,Yuning,Processed,Sample,G8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G8-12-22-19-170657.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,80,,1/1/0001,,,,,,,,8,G,8,7,,,,,,25999.0797,,0.443,385112.5286,195,0.835,114364.1429,327.2,0.76,232165.5054,371.3,1.001,232714.7969,269.2,1.432,49249.13127,359.3,1.48,39133.10458,269.2,0,0,0,0,0,0,0,0,0,0.44,23214.53548,195,0.757,4915.01516,371.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3992.92037,195,0.836,1050.0303,327.2,0.76,6930.07468,371.3,1.002,3379.23381,269.2,1.434,286.07445,359.3,0,0,0,0,0,0,0,0,0,0.442,908251.7614,195,0,0,0,1.442,145022.5557,359.3,0,0,0,0,0,0,0,0,0,1.339,25999.07969,269.2,0,0,0,0.999,7550.5507,269.2,1.47,175.77588,269.2,0,0,0,1.341,529.60416,269.2,0.835,1200689.748,327.2,1.002,3609305.106,269.2,0,0,0,0,0,0,1.483,157.71417,269.2,1.422,1622.02323,359.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067510345
H8,H8.raw,12/22/19 17:09,8:H,,,,YS01230,,,Yuning,Processed,Sample,H8,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H8-12-22-19-170943.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,92,,1/1/0001,,,,,,,,8,H,8,8,,,,,,18737.486,,0.442,344737.9019,195,0.836,120337.1661,327.2,0.76,272476.2902,371.2,0.896,12287.21091,461.2,1.027,10715.40288,461.2,1.044,15797.52099,417.3,1.43,31129.59293,359.3,1.481,23627.81491,359.3,0,0,0,0.441,20729.51863,195,0.758,5427.11928,371.2,0,0,0,0,0,0,0,0,0,1.422,1265.66327,359.3,1.471,89.56043,359.3,0,0,0,0.443,3623.98181,195,0.837,1180.41335,327.2,0.761,8167.71892,371.2,0,0,0,0,0,0,1.432,141.28002,359.3,0,0,0,0,0,0,0.444,807571.794,195,0.771,41450.26505,371.2,1.027,85410.05003,461.2,0,0,0,1.481,97598.52993,359.3,0,0,0,1.339,18737.48602,198.1,0,0,0,0,0,0,1.067,662.05613,417.3,0,0,0,1.342,319.72658,198.1,0.835,1320830.373,327.2,0.894,325757.4491,461.2,1.044,276908.6564,417.3,0,0,0,1.047,368.49812,417.3,1.036,248.65397,461.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054352846
A9,A9.raw,12/22/19 17:12,9:A,,,,YS01230,,,Yuning,Processed,Sample,A9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A9-12-22-19-171229.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,9,,1/1/0001,,,,,,,,9,A,9,1,,,,,,28352.0608,,0.442,339241.4112,195,0.692,359108.8916,150.3,0.759,248791.7514,150.3,0.847,64658.77279,353.2,0.964,183503.6883,279,1.43,21496.64315,228.2,0,0,0,0,0,0,0,0,0,0.44,20457.13115,195,0.757,4988.36094,150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3514.0906,195,0.693,5252.34473,150.3,0.759,7552.27872,150.3,0.847,1740.73888,353.2,0.964,7552.81173,279,0,0,0,0,0,0,0,0,0,0.442,849530.4489,195,0,0,0,0.965,1242867.223,279,0,0,0,0,0,0,0,0,0,1.34,28352.06081,279,0,0,0,0,0,0,1.421,872.42215,228.2,0,0,0,1.34,549.76949,279,0.694,583040.0355,150.3,0.846,997750.0423,353.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,856.08595,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083574882
B9,B9.raw,12/22/19 17:15,9:B,,,,YS01230,,,Yuning,Processed,Sample,B9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B9-12-22-19-171516.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,21,,1/1/0001,,,,,,,,9,B,9,2,,,,,,0,,0.443,329652.9285,195,1.321,6705.08903,198.1,0.759,191042.4691,367.2,1.431,9373.98243,326.2,1.484,6535.84795,330.2,0,0,0,0,0,0,0,0,0,0,0,0,0.44,19850.31645,195,0.757,3849.00836,367.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3440.88359,195,0,0,0,0.76,5970.03214,367.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,790345.0571,195,0,0,0,1.485,162332.6336,330.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321,377350.5002,198.1,1.433,61034.78777,326.2,0,0,0,0,0,0,0,0,0,1.478,99.86285,330.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,186.09536,198.1,1.421,332.289,326.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9,C9.raw,12/22/19 17:18,9:C,,,,YS01230,,,Yuning,Processed,Sample,C9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C9-12-22-19-171802.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,33,,1/1/0001,,,,,,,,9,C,9,3,,,,,,40939.1302,,0.443,339340.547,195,0.692,65100.97178,150.3,0.759,250855.9848,267.1,0.825,124086.688,305.2,1.23,52769.27155,296.2,1.431,12629.62572,228.2,1.481,19106.39122,226.1,0,0,0,0,0,0,0.44,20416.26859,195,0.757,5274.69019,267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3487.17522,195,0.693,1119.3454,150.3,0.76,8050.20502,267.1,0.825,3327.62291,305.2,1.23,1353.60676,296.2,1.48,226.14886,226.1,0,0,0,0,0,0,0.442,869662.027,195,0,0,0,1.229,158055.5901,296.2,0,0,0,0,0,0,0,0,0,1.34,40939.13017,198.1,0,0,0,0,0,0,1.422,399.07188,228.2,0,0,0,1.341,820.66011,198.1,0.694,219246.8594,150.3,0.825,2657290.116,305.2,0,0,0,0,0,0,0,0,0,1.221,2431.70909,296.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120643202
D9,D9.raw,12/22/19 17:20,9:D,,,,YS01230,,,Yuning,Processed,Sample,D9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D9-12-22-19-172049.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,45,,1/1/0001,,,,,,,,9,D,9,4,,,,,,55760.4573,,0.441,325797.5734,195,0.39,119958.4863,181,0.759,205202.3074,271,0.692,138200.7078,150.3,0.743,56340.25059,271,1.053,12846.85011,417.3,1.111,75836.98178,290.1,1.432,38374.92108,228.2,1.482,25041.54565,316.2,0.44,19022.57651,195,0,0,0,0.757,5299.93517,271,0,0,0,0,0,0,1.102,2513.93715,290.1,1.422,1361.92946,228.2,1.472,89.15177,316.2,0.443,5374.15969,195,0.39,4563.53341,181,0.76,6527.93097,271,0.693,2010.47619,150.3,0,0,0,1.112,1893.35806,290.1,1.432,139.02201,228.2,0,0,0,0.442,650201.5005,195,0,0,0,0.744,720235.799,271,1.11,103882.6048,290.1,0,0,0,1.481,122583.7537,316.2,1.34,55760.4573,361.2,0,0,0,0,0,0,1.066,798.85919,417.3,0,0,0,1.34,1278.92005,361.2,0.383,742730.2402,181,0.694,329262.609,150.3,1.044,43384.57016,417.3,0,0,0,1.057,181.34534,417.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,5104.1068,181,0,0,0,0,0,0,1.331,1812.13335,361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171150622
E9,E9.raw,12/22/19 17:23,9:E,,,,YS01230,,,Yuning,Processed,Sample,E9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E9-12-22-19-172335.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,57,,1/1/0001,,,,,,,,9,E,9,5,,,,,,46198.8528,,0.443,373223.9449,195,0.694,258824.9855,150.3,0.76,142070.3555,271.2,1,32164.37017,529.3,1.059,94635.03266,503.3,1.319,33334.70688,198.1,1.431,34371.71535,228.2,1.482,27287.55842,211.1,0,0,0,0.44,22444.33384,195,0,0,0,0,0,0,0,0,0,0,0,0,1.421,1269.47053,228.2,1.473,87.9662,211.1,0,0,0,0.443,3865.11842,195,0.693,4047.57358,150.3,0.76,4300.66547,271.2,1,845.41252,529.3,1.06,1800.23601,503.3,1.431,148.15594,228.2,1.483,105.66853,211.1,0,0,0,0.442,868180.3056,195,0,0,0,1.06,809623.2206,503.3,0,0,0,1.481,95800.64919,211.1,0,0,0,1.34,46198.85278,455.3,0,0,0,0,0,0,1.331,2322.03256,198.1,0,0,0,1.341,1380.53095,455.3,0.706,2909180.301,150.3,0.996,911148.396,529.3,0,0,0,0,0,0,0,0,0,1.051,2047.87521,503.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123783196
F9,F9.raw,12/22/19 17:26,9:F,,,,YS01230,,,Yuning,Processed,Sample,F9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F9-12-22-19-172622.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,69,,1/1/0001,,,,,,,,9,F,9,6,,,,,,34697.5809,,0.442,372148.3015,195,0.495,50776.11558,226,0.759,263375.1658,367.2,0.835,117196.5072,327.2,0.877,60151.99457,316.2,1.027,12693.93091,461.2,1.044,16228.17276,471.2,1.319,17285.54978,198.1,1.431,34633.08231,326.2,0.439,22623.63557,195,0.757,5274.05987,367.2,0,0,0,0,0,0,0,0,0,1.067,723.20674,471.2,1.331,1348.34621,198.1,1.421,1317.67345,326.2,0.443,3821.50053,195,0.496,917.16118,226,0.759,7909.85755,367.2,0.836,1207.41755,327.2,0.878,1347.4864,316.2,0,0,0,0,0,0,1.431,138.22775,326.2,0.442,910240.3455,195,0,0,0,0.877,79850.62267,316.2,1.044,271830.867,471.2,1.321,855141.3697,198.1,0,0,0,1.339,34697.58088,198.1,1.482,15080.26794,211.1,0.833,3553.58836,327.2,1.037,229.70091,461.2,1.472,40.84057,211.1,1.34,723.34519,198.1,0.496,72033.31903,226,0.833,1151075.946,327.2,1.027,119248.9607,461.2,1.481,47633.17483,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093235897
G9,G9.raw,12/22/19 17:29,9:G,,,,YS01230,,,Yuning,Processed,Sample,G9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G9-12-22-19-172908.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,81,,1/1/0001,,,,,,,,9,G,9,7,,,,,,70450.1077,,0.442,280524.4234,195,0.692,260247.337,150.3,0.759,148437.1963,150.3,0.999,124697.7853,269.2,1.06,17109.44592,269.2,1.111,29951.92548,269.2,1.32,11700.43052,269.2,1.431,19866.07307,269.2,1.482,27928.40454,269.2,0.44,16827.74898,195,0,0,0,0,0,0,0,0,0,0,0,0,1.331,2518.26202,269.2,1.421,731.31804,269.2,1.472,99.31095,269.2,0.443,2867.30533,195,0.693,3879.48287,150.3,0.76,4561.68142,150.3,1,1920.09507,269.2,1.06,481.02764,269.2,0,0,0,0,0,0,1.483,107.17011,269.2,0.442,730618.2822,195,0,0,0,0,0,0,0,0,0,0,0,0,1.477,50872.38297,269.2,1.34,70450.10766,269.2,0,0,0,0.997,3916.13876,269.2,1.102,1147.07859,269.2,0,0,0,1.341,1746.51947,269.2,0.694,565047.431,150.3,1,2527141.787,269.2,1.09,75624.94606,269.2,0,0,0,1.112,895.49836,269.2,1.066,1045.70704,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251137162
H9,H9.raw,12/22/19 17:31,9:H,,,,YS01230,,,Yuning,Processed,Sample,H9,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H9-12-22-19-173153.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,93,,1/1/0001,,,,,,,,9,H,9,8,,,,,,68077.7021,,0.442,374830.7957,195,0.693,385646.5886,150.3,0.759,196857.8329,150.3,1.001,19743.85823,281.1,1.058,24579.6811,226.1,1.111,48125.38372,290.1,1.319,26989.37737,198.2,1.43,32544.27808,228.1,1.481,20947.05718,316.2,0.439,22561.05495,195,0.757,3889.5766,150.3,0,0,0,0,0,0,0,0,0,1.331,2860.92518,198.2,1.421,1192.33437,228.1,1.472,73.88571,316.2,0.443,3891.71494,195,0.693,5721.51875,150.3,0.759,5936.10101,150.3,1.002,446.6193,281.1,1.059,456.35976,226.1,0,0,0,1.432,128.00738,228.1,0,0,0,0.442,921763.9056,195,0,0,0,1.044,33002.66971,226.1,0,0,0,0,0,0,1.481,99423.29831,316.2,1.339,68077.70212,282.3,0,0,0,0,0,0,1.101,1794.48229,290.1,0,0,0,1.34,1844.92929,282.3,0.696,590810.5603,150.3,1,635211.7507,281.1,1.11,95937.7015,290.1,0,0,0,1.112,1223.32884,290.1,1.066,1267.56294,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181622489
A10,A10.raw,12/22/19 17:34,10:A,,,,YS01230,,,Yuning,Processed,Sample,A10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A10-12-22-19-173439.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,10,,1/1/0001,,,,,,,,10,A,10,1,,,,,,77268.4261,,0.442,371737.2272,195,0.845,139223.4587,353.2,0.759,222094.9914,397.2,0.964,144371.7235,279,1.32,69662.09699,167,1.43,62729.2948,228.2,1.482,15131.27963,211.1,1.644,18207.73676,282.2,0,0,0,0.44,22509.31313,195,0.757,4551.13021,397.2,0,0,0,0,0,0,0,0,0,0,0,0,1.634,314.21918,282.2,0,0,0,0.443,3809.20978,195,0.845,3915.56703,353.2,0.76,6610.76602,397.2,0.965,5456.75646,279,0,0,0,0,0,0,0,0,0,0,0,0,0.442,817565.1366,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,77268.42605,263.1,0,0,0,0,0,0,1.421,2413.64364,228.2,0,0,0,1.34,2383.55722,263.1,0.844,1529953.87,353.2,0.965,921006.8215,279,0,0,0,0,0,0,1.43,301.51785,228.2,1.331,2642.18701,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207857649
B10,B10.raw,12/22/19 17:37,10:B,,,,YS01230,,,Yuning,Processed,Sample,B10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B10-12-22-19-173725.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,22,,1/1/0001,,,,,,,,10,B,10,2,,,,,,43701.0124,,0.442,262010.2161,195,0.281,8925.59698,195,0.76,202734.8317,265.1,0.301,17605.33901,150.3,0.529,11899.20264,220.1,0.84,8541.48943,327.2,1.072,6527.01277,226.1,1.431,24386.86622,228.2,1.483,8440.62149,211.1,0.441,15762.88056,195,0.757,4255.98913,265.1,0,0,0,0,0,0,0,0,0,1.067,775.28328,226.1,1.421,1063.2079,228.2,0,0,0,0.443,2636.70519,195,0,0,0,0.76,6227.16246,265.1,0,0,0,0,0,0,0,0,0,1.432,122.33341,228.2,0,0,0,0.442,738533.5378,195,0,0,0,0.531,91430.39178,220.1,0,0,0,0,0,0,1.483,30875.87798,211.1,1.341,43701.01245,263.1,0,0,0,0,0,0,0,0,0,0,0,0,1.341,873.05876,263.1,0,0,0,0,0,0,0.84,159922.0249,327.2,0,0,0,0.843,99.94622,327.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166791254
C10,C10.raw,12/22/19 17:40,10:C,,,,YS01230,,,Yuning,Processed,Sample,C10,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C10-12-22-19-174012.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,34,,1/1/0001,,,,,,,,10,C,10,3,,,,,,18141.958,,0.442,347894.732,195,0.59,10848.78581,297.1,0.76,288995.7366,278.2,0.825,133176.5941,305.2,1.026,15407.07882,395.3,1.432,34442.50758,305.2,1.482,20942.25121,211.1,0,0,0,0,0,0,0.441,20876.47019,195,0.758,5694.90637,278.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,3582.40505,195,0,0,0,0.761,8806.82773,278.2,0.825,3684.21744,305.2,1.026,457.14175,395.3,1.482,156.7882,211.1,0,0,0,0,0,0,0.444,825625.2132,195,0,0,0,1.023,360180.8969,395.3,0,0,0,0,0,0,0,0,0,1.34,18141.95798,198.1,0,0,0,0,0,0,1.423,1329.21336,305.2,0,0,0,1.342,454.52216,198.1,0,0,0,0.827,2983052.448,305.2,0,0,0,0,0,0,1.433,193.47351,305.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052147838
